term,estimate,std.error,statistic,p.value,conf.low,conf.high,model
Composite_Z0,-0.1819275554632074,0.07079804999364475,-2.5696690160186373,0.010792362293816046,-0.3214014138404385,-0.04245369708597632,BMI_int_ext
MOI_score,-0.06214806783098715,0.014987977052769908,-4.146528087958451,4.7039089499101606e-5,-0.0916747424923213,-0.032621393169653,BMI_int_ext
diabetes,-0.09597253035857015,0.1009450434261859,-0.9507403939921844,0.3427047134238732,-0.2948366896393855,0.10289162892224515,BMI_int_ext
alzheimer,0.09547164681209731,0.21400802884814624,0.44611245347173945,0.655923316805884,-0.32612930843788634,0.5170726020620809,BMI_int_ext
parkinson,0.07986761720138996,0.21746011126642398,0.36727479231140076,0.7137417949382008,-0.3485340232984928,0.5082692577012727,BMI_int_ext
AVH,-0.24502366119738092,0.10340487365148038,-2.3695562166945607,0.01861159957191785,-0.4487337450835427,-0.04131357731121915,BMI_int_ext
previous_falls,-0.005116622883891496,0.07708543159979664,-0.06637600358074656,0.9471344327062916,-0.15697677398781143,0.14674352822002842,BMI_int_ext
psych_score,-0.044202029034359804,0.04686012422886615,-0.9432759678244954,0.3465003331615517,-0.13651759889571927,0.04811354082699965,BMI_int_ext
FOF_status_fFOF:BMI_c,0.002541182781847336,0.01567390337931627,0.16212826635136424,0.8713429863241613,-0.02833678321215105,0.033419148775845724,BMI_int_ext
(Intercept),0.851646148915244,0.17639989678732465,4.827928839108253,2.474448096729262e-6,0.5041341168115065,1.1991581810189815,sex_int_ext
FOF_status_fFOF,-0.05424920173097672,0.07828249901581488,-0.692992717567909,0.48899264381534335,-0.20846760438652426,0.09996920092457082,sex_int_ext
Sex_fmale,0.08729648512405845,0.17881847178311375,0.48818494115048167,0.6258702042382059,-0.2649801977923452,0.43957316804046215,sex_int_ext
age_c,-0.023802436736893293,0.006414357019817708,-3.710806346349855,2.574837229281835e-4,-0.036438874077234736,-0.011165999396551851,sex_int_ext
BMI_c,-0.033809771157834984,0.00863764652797827,-3.914234166485221,1.1857394277538285e-4,-0.05082614221133103,-0.016793400104338937,sex_int_ext
Composite_Z0,-0.17473746292349443,0.07056162608024324,-2.4763808975261083,0.01397156543876482,-0.31374556051469094,-0.03572936533229795,sex_int_ext
MOI_score,-0.062376732979412604,0.014898562993424012,-4.18676170359146,3.9911419341153704e-5,-0.09172725979696769,-0.033026206161857516,sex_int_ext
diabetes,-0.11223116040804786,0.10088587341869995,-1.1124566463558512,0.26706898268963203,-0.31097875335342,0.08651643253732429,sex_int_ext
alzheimer,0.12134526335056721,0.21347104417041943,0.5684389834796244,0.5702751300088791,-0.29919781919107574,0.5418883458922101,sex_int_ext
parkinson,0.0720317816586355,0.21631595673049278,0.33299338036527565,0.73943365902547,-0.35411584693385056,0.49817941025112156,sex_int_ext
AVH,-0.2380830742863417,0.10249452847548066,-2.3228856976818752,0.021032848676811645,-0.4399997563180289,-0.03616639225465451,sex_int_ext
previous_falls,0.008247932870223079,0.07707201803766021,0.10701591939882561,0.9148668833609801,-0.14358579319422304,0.1600816589346692,sex_int_ext
psych_score,-0.04263574545631617,0.04661465281738123,-0.9146425614998586,0.36130891951433397,-0.13446773074318266,0.049196239830550326,sex_int_ext
FOF_status_fFOF:Sex_fmale,-0.38517680369659835,0.23941590387905065,-1.6088187854520473,0.10898720092154657,-0.8568318828107965,0.08647827541759978,sex_int_ext
(Intercept),0.8335750815067692,0.17811279392197335,4.680040457239344,4.846047961191033e-6,0.4826732739824045,1.184476889031134,all_int_ext
FOF_status_fFOF,-0.05499815871921592,0.07880022194809803,-0.697944210809972,0.4859020892266108,-0.21024326888812367,0.10024695144969181,all_int_ext
age_c,-0.016664991096242268,0.010556075349174326,-1.578710888753344,0.11574747117757417,-0.03746162135971089,0.004131639167226347,all_int_ext
BMI_c,-0.034612852559450666,0.0141344199047065,-2.4488343202486313,0.015063773461713318,-0.062459215438035495,-0.0067664896808658365,all_int_ext
Sex_fmale,0.06221322090606418,0.18176158728958144,0.3422792562157067,0.7324466676930592,-0.29587711114696225,0.4203035529590906,all_int_ext
Composite_Z0,-0.16692032983862673,0.07129325998068431,-2.3413199211797995,0.020052418329065215,-0.3073758986984687,-0.026464760978784724,all_int_ext
MOI_score,-0.06118012161322433,0.014995843810010363,-4.079805203918168,6.176357995901256e-5,-0.09072358439552658,-0.03163665883092207,all_int_ext
diabetes,-0.10811697093778193,0.10124357063239228,-1.0678897461088808,0.28666601485911847,-0.30757794818060935,0.09134400630504548,all_int_ext
alzheimer,0.12378554977471541,0.2140464659716267,0.5783115792770156,0.5636075636191008,-0.29790954662891334,0.5454806461783441,all_int_ext
parkinson,0.06934416527577396,0.21691968137517795,0.3196766878697296,0.7494974467808553,-0.3580114817054549,0.4966998122570028,all_int_ext
AVH,-0.2443757345409881,0.10325374803211165,-2.3667492870572393,0.01875686430813507,-0.4477969825059466,-0.040954486576029625,all_int_ext
previous_falls,0.011702636769226782,0.07741093739150501,0.15117549487924192,0.8799669709906712,-0.14080542991538333,0.1642107034538369,all_int_ext
psych_score,-0.041719924733042514,0.046746279029104124,-0.8924758419181938,0.37305089864571295,-0.13381523942187296,0.05037538995578792,all_int_ext
FOF_status_fFOF:age_c,-0.010107870318046717,0.01168886781527892,-0.8647433162717756,0.3880615355961876,-0.03313622641744949,0.012920485781356057,all_int_ext
FOF_status_fFOF:BMI_c,0.0021632477876659447,0.015789716644055207,0.13700358508209218,0.8911452643513099,-0.028944231853149358,0.03327072742848125,all_int_ext
FOF_status_fFOF:Sex_fmale,-0.35448924025048256,0.24360104589433715,-1.455204097950563,0.1469472573058755,-0.83441011194595,0.12543163144498493,all_int_ext
(Intercept),0.2024502064811589,0.0987699347668876,2.0497148951143167,0.041589276175766854,0.007783988830844912,0.3971164241314729,MOI_int_ext
FOF_status_fFOF,-0.0251868255838347,0.08041075838709778,-0.3132270617643624,0.7544076306165236,-0.1836688396760148,0.1332951885083454,MOI_int_ext
MOI_c,-0.06081725288200781,0.02357372913400799,-2.5798740851005824,0.010540501161386061,-0.10727884767055476,-0.014355658093460864,MOI_int_ext
age_c,-0.024926135167253994,0.006702211637221859,-3.719091027926142,2.5432191920727936e-4,-0.03813556162267465,-0.011716708711833336,MOI_int_ext
BMI_c,-0.027084168196690152,0.009088066921973111,-2.9801902240845193,0.003207508661790126,-0.044995890196192136,-0.00917244619718817,MOI_int_ext
Sex_fmale,-0.10245774803735297,0.12717601549905758,-0.8056373494270405,0.42132986350250534,-0.3531096693074168,0.14819417323271084,MOI_int_ext
Composite_Z0,-0.23126750019115952,0.07511563669627375,-3.0788196754063057,0.002345140487598283,-0.379313329284497,-0.083221671097822,MOI_int_ext
diabetes,-0.024004528002428072,0.10162352696036774,-0.23621034144770062,0.813491236834054,-0.22429490649006878,0.17628585048521261,MOI_int_ext
alzheimer,0.21929641707044292,0.2610950628877825,0.8399102405268213,0.40187889384181186,-0.2952973047892876,0.7338901389301734,MOI_int_ext
parkinson,0.12899819140358162,0.23357426866409203,0.5522791193626579,0.5813229033459315,-0.33135464297452144,0.5893510257816846,MOI_int_ext
AVH,-0.27954180839158027,0.10395671755451652,-2.689021113474309,0.007720230779206336,-0.48443068528961475,-0.0746529314935458,MOI_int_ext
previous_falls,-0.011360774986577298,0.07842392346013785,-0.1448636396309842,0.8849523766171141,-0.1659269249927917,0.1432053750196371,MOI_int_ext
psych_score,-0.053281573918467044,0.05168179125395715,-1.0309544740167536,0.30370459314642384,-0.15514150577471186,0.04857835793777777,MOI_int_ext
PainVAS0_c,-0.02404320752511915,0.013368330752957751,-1.7985197979784855,0.07347801590642478,-0.05039092548320669,0.002304510432968393,MOI_int_ext
SRH_3class.L,9.180865463435555e-4,0.08961138626308826,0.010245199685318602,0.9918350258476891,-0.1756974965600742,0.17753366965276132,MOI_int_ext
SRH_3class.Q,0.1611964287906532,0.05742432032826216,2.807110782838786,0.0054518176158211504,0.04801851421749888,0.27437434336380756,MOI_int_ext
SRM_3class.L,-0.19158140595608839,0.08484265964564548,-2.2580787395898336,0.024930918889384947,-0.3587982790621713,-0.02436453285000545,MOI_int_ext
SRM_3class.Q,-0.046856077796396785,0.057769712204354395,-0.8110838016753181,0.418202173637265,-0.16071472715270865,0.0670025715599151,MOI_int_ext
FOF_status_fFOF:MOI_c,0.0061864120616165336,0.02512961211506723,0.24618016518875277,0.8057744061471456,-0.043341681208924315,0.05571450533215738,MOI_int_ext
(Intercept),0.19610950786738093,0.09900346064780202,1.9808348777324762,0.04886693350789032,9.830327503757008e-4,0.39123598298438617,Pain_int_ext
FOF_status_fFOF,-0.016621975744219506,0.08128192298226608,-0.2044978161730506,0.8381552927760793,-0.17682097301647892,0.14357702152803992,Pain_int_ext
PainVAS0_c,-0.04015937783674721,0.025639594279010233,-1.5663031715608522,0.11872806099041049,-0.09069259781065396,0.010373842137159542,Pain_int_ext
age_c,-0.024683326453116158,0.006692340174519093,-3.688295246421762,2.850938787820098e-4,-0.03787329718740509,-0.011493355718827227,Pain_int_ext
BMI_c,-0.028331271858403628,0.009233067384724677,-3.0684571744028752,0.0024244767453777813,-0.04652877608210179,-0.010133767634705464,Pain_int_ext
Sex_fmale,-0.11496644266309511,0.12776829282354482,-0.8998041698958146,0.369217342411182,-0.36678568662938316,0.13685280130319297,Pain_int_ext
Composite_Z0,-0.22798190380538882,0.07505376533448789,-3.037581163174888,0.00267576206209782,-0.3759057902852362,-0.08005801732554149,Pain_int_ext
MOI_c,-0.057014695851785265,0.01559071683189443,-3.656964363251629,3.199828637507189e-4,-0.08774252698061018,-0.026286864722960355,Pain_int_ext
diabetes,-0.0275140513550634,0.10162362538389481,-0.2707446349323392,0.7868436119585764,-0.22780462382618485,0.17277652111605804,Pain_int_ext
alzheimer,0.2365092870995665,0.2618432174543488,0.9032477121191839,0.36739142430970095,-0.2795589767858827,0.7525775509850158,Pain_int_ext
parkinson,0.1288883487717572,0.23320989591927832,0.55267101022321,0.5810549432542756,-0.33074634132271186,0.5885230388662263,Pain_int_ext
AVH,-0.2795472853496458,0.10372442899224742,-2.6950959196944795,0.00758540762899762,-0.4839783434192374,-0.07511622728005421,Pain_int_ext
previous_falls,-0.01696074454662634,0.07876174247019394,-0.21534242405879797,0.8297016868560232,-0.17219270393191144,0.13827121483865873,Pain_int_ext
psych_score,-0.053458072811102084,0.051626476238761126,-1.0354778537250968,0.3015930612296332,-0.15520898399407324,0.04829283837186908,Pain_int_ext
SRH_3class.L,0.003996427026314189,0.08936506553425486,0.04472023829918531,0.9643712384606178,-0.17213368117598382,0.18012653522861222,Pain_int_ext
SRH_3class.Q,0.15856237493072411,0.057489019449888795,2.7581332304499906,0.006306766772988276,0.04525694449637091,0.2718678053650773,Pain_int_ext
SRM_3class.L,-0.18705836659853006,0.08478391446749123,-2.206295472123477,0.028407246944495094,-0.35415945850395236,-0.019957274693107735,Pain_int_ext
SRM_3class.Q,-0.04882683102012506,0.057476966833136335,-0.8495025696445704,0.39653364131235747,-0.16210850688461317,0.06445484484436306,Pain_int_ext
FOF_status_fFOF:PainVAS0_c,0.02139002406789596,0.029565903858851383,0.7234693101219788,0.4701671620463078,-0.03688158144849175,0.07966162958428366,Pain_int_ext
(Intercept),0.2525722036270655,0.11648266931130098,2.1683243105638663,0.031221640732023225,0.02298995264570869,0.4821544546084223,SRH_int_ext
FOF_status_fFOF,-0.06573663037880342,0.10415734025191599,-0.631128158801023,0.5286209276895928,-0.2710261963944921,0.13955293563688526,SRH_int_ext
SRH_3class.L,0.1680529035141487,0.17961280678467234,0.9356398718027821,0.3504986897843868,-0.18595608967350952,0.5220618967018069,SRH_int_ext
SRH_3class.Q,0.1971956274703611,0.12314083060840703,1.6013829571886795,0.1107468484867897,-0.045509568469454476,0.43990082341017667,SRH_int_ext
age_c,-0.02559203568136232,0.006737415633261952,-3.7984944189901215,1.8902497473303158e-4,-0.03887118747301168,-0.01231288388971296,SRH_int_ext
BMI_c,-0.02642249670637866,0.009099208678690344,-2.9038235784456883,0.004067332676478204,-0.04435663938145688,-0.008488354031300441,SRH_int_ext
Sex_fmale,-0.10939571009791195,0.1269921528790165,-0.861436770838365,0.38994840562996724,-0.3596916939323467,0.1409002737365228,SRH_int_ext
Composite_Z0,-0.2300001461581266,0.07507343585612984,-3.06366884018599,0.0024632768727009475,-0.3779666075610044,-0.08203368475524883,SRH_int_ext
MOI_c,-0.0551988311680231,0.015620906319854171,-3.5336509955165267,5.007595665924284e-4,-0.08598695489908775,-0.02441070743695844,SRH_int_ext
PainVAS0_c,-0.02476083230902412,0.013345122277997834,-1.8554219132070016,0.06489213106079962,-0.05106348514415235,0.001541820526104111,SRH_int_ext
diabetes,-0.030708620682385356,0.10171208948807098,-0.30191711562455836,0.7630044027203898,-0.2311787042987043,0.16976146293393357,SRH_int_ext
alzheimer,0.2012247153864789,0.26230121068332407,0.767151302360618,0.443825417552408,-0.31575950844578027,0.7182089392187381,SRH_int_ext
parkinson,0.11966953982447684,0.2334925795483393,0.512519670029608,0.6088086350522901,-0.3405341309627147,0.5798732106116684,SRH_int_ext
AVH,-0.2756282675085088,0.10394027589296406,-2.651794649769317,0.008597451354613619,-0.4804900091583012,-0.07076652585871634,SRH_int_ext
previous_falls,-0.006564752224744976,0.07875987548343591,-0.08335148048990526,0.9336489056780939,-0.16179702503757548,0.14866752058808552,SRH_int_ext
psych_score,-0.05548963928138364,0.051701701287821034,-1.073265248516201,0.2843441749372373,-0.15739143318259943,0.04641215461983216,SRH_int_ext
SRM_3class.L,-0.1833873180779471,0.08526050139001408,-2.150905930508941,0.03258879755504712,-0.3514320404787194,-0.015342595677174775,SRH_int_ext
SRM_3class.Q,-0.03923383937821355,0.05748088491768473,-0.6825545472098805,0.49561634154983936,-0.15252615166661393,0.07405847291018684,SRH_int_ext
FOF_status_fFOF:SRH_3class.L,-0.2262961994949235,0.20021728043910486,-1.1302530880382746,0.2596173124789794,-0.620915709850836,0.16832331086098903,SRH_int_ext
FOF_status_fFOF:SRH_3class.Q,-0.017524874650804247,0.13999049117004658,-0.12518617874921778,0.9004920560331002,-0.2934400152363312,0.25839026593472264,SRH_int_ext
(Intercept),0.14125752005896536,0.10506270410191118,1.344506799691212,0.18018829567686953,-0.06581647854114103,0.34833151865907175,SRM_int_ext
FOF_status_fFOF,0.05909878534381049,0.09286114952764511,0.6364209967723538,0.5251727828828829,-0.12392648239191745,0.24212405307953844,SRM_int_ext
SRM_3class.L,-0.2679338686576083,0.16354108481998,-1.638327573481245,0.10280249120594444,-0.5902662001786317,0.0543984628634151,SRM_int_ext
SRM_3class.Q,-0.22061325966755885,0.11248402889779595,-1.9612851871443024,0.05112477251974343,-0.44231436513237443,0.0010878457972567646,SRM_int_ext
age_c,-0.025742680864210787,0.0066864053123575195,-3.850003052706706,1.554182849222131e-4,-0.03892129354248163,-0.01256406818593994,SRM_int_ext
BMI_c,-0.027002484984653494,0.009039375021378094,-2.9872070713730428,0.0031391833028387452,-0.044818698135868536,-0.009186271833438453,SRM_int_ext
Sex_fmale,-0.1000696637409101,0.1279115377700303,-0.7823349283848297,0.4348706135071949,-0.3521777150188982,0.15203838753707805,SRM_int_ext
Composite_Z0,-0.22528940832260563,0.0749256593725053,-3.0068391817887394,0.0029510397007102957,-0.3729646087340138,-0.07761420791119744,SRM_int_ext
MOI_c,-0.05643860991120634,0.015525584318204723,-3.6352003734267524,3.468863109006717e-4,-0.08703885814254114,-0.025838361679871538,SRM_int_ext
PainVAS0_c,-0.026379139465148305,0.013302506566597585,-1.9830202175119362,0.04862628769322492,-0.05259779859539076,-1.6048033490585062e-4,SRM_int_ext
diabetes,-0.004156381910597293,0.10200353635235687,-0.04074742954243916,0.9675347149060924,-0.20520089456034946,0.1968881307391549,SRM_int_ext
alzheimer,0.22147635210190966,0.25991027617671975,0.8521261850813553,0.39508351557517785,-0.2907954443004094,0.7337481485042286,SRM_int_ext
parkinson,0.11119555024330768,0.23248298980102303,0.47829542427373917,0.6329214622939616,-0.3470182632704629,0.5694093637570783,SRM_int_ext
AVH,-0.283180985777501,0.10372421780237479,-2.730133731324388,0.006850866769046884,-0.48761688637236655,-0.07874508518263543,SRM_int_ext
previous_falls,-0.03087099109382181,0.0796258651483946,-0.38770054223321954,0.6986176762242706,-0.18781009169299426,0.12606810950535066,SRM_int_ext
psych_score,-0.04948401791329352,0.051442420615598686,-0.961930199262215,0.33715531964002876,-0.1508747809399877,0.05190674511340066,SRM_int_ext
SRH_3class.L,-0.008955611295642343,0.08917400419898443,-0.1004284979247835,0.9200968700440727,-0.18471367671488637,0.16680245412360167,SRM_int_ext
SRH_3class.Q,0.1546874732800469,0.05780359573317733,2.6760873838037287,0.008017156399016307,0.04075911207660303,0.26861583448349075,SRM_int_ext
FOF_status_fFOF:SRM_3class.L,0.056260215740241766,0.18136385630845292,0.3102063271336584,0.7567017774710986,-0.3012000195388473,0.4137204510193308,SRM_int_ext
FOF_status_fFOF:SRM_3class.Q,0.24121129094134003,0.13067600241152447,1.845872895481744,0.06627284319701897,-0.01634539933938617,0.4987679812220662,SRM_int_ext
